env,gid,value
1_PI_IN,L003xL049,5.206363391120528
1_PI_IN,L003xL056,5.797771110069607
1_PI_IN,L005xL006,6.62204033917709
1_PI_IN,L005xL007,4.256344433714553
1_PI_IN,L005xL008,3.430762638420034
1_PI_IN,L005xL014C,4.11750352203023
1_PI_IN,L005xL015,3.9803303299669346
1_PI_IN,L005xL017,4.011071538177091
1_PI_IN,L005xL024,2.9336965039669347
1_PI_IN,L005xL035,4.21086969603023
1_PI_IN,L005xL038,2.8225963399669345
1_PI_IN,L005xL039,3.2090056594200336
1_PI_IN,L005xL041,4.930335708420034
1_PI_IN,L005xL044,3.1356200430696064
1_PI_IN,L005xL045,3.3289697321770904
1_PI_IN,L005xL046,5.314706941152512
1_PI_IN,L005xL047,3.3879460164200337
1_PI_IN,L005xL048,4.35477774203023
1_PI_IN,L005xL055,3.4637809620696065
1_PI_IN,L005xL056,5.59178923703023
1_PI_IN,L006xL007,5.643923904872516
1_PI_IN,L006xL007B,3.581205512566267
1_PI_IN,L006xL011,6.274706750280039
1_PI_IN,L006xL013,4.6486101052419215
1_PI_IN,L006xL014C,5.652487167778415
1_PI_IN,L006xL015,4.569846314136235
1_PI_IN,L006xL016,8.45102255184462
1_PI_IN,L006xL018,7.585669167824288
1_PI_IN,L006xL022,6.601534395420034
1_PI_IN,L006xL023,4.628587287872516
1_PI_IN,L006xL025,4.873442557308382
1_PI_IN,L006xL026,4.320878505792067
1_PI_IN,L006xL029,6.746619267721758
1_PI_IN,L006xL031,5.139841820788215
1_PI_IN,L006xL033,4.277656503783125
1_PI_IN,L006xL034,6.379827392954014
1_PI_IN,L006xL037,6.208677040181288
1_PI_IN,L006xL038,4.595897549717498
1_PI_IN,L006xL039,6.690330268721758
1_PI_IN,L006xL041,6.360234164069606
1_PI_IN,L006xL042,5.02152429723584
1_PI_IN,L006xL049,4.337425086195387
1_PI_IN,L006xL054,3.91272999517709
1_PI_IN,L006xL058,6.418776994693919
1_PI_IN,L007xL008,7.0563473755616215
1_PI_IN,L007xL010,3.781859644824288
1_PI_IN,L007xL011,5.008036393288071
1_PI_IN,L007xL012,5.796066203181288
1_PI_IN,L007xL014B,4.275897993195388
1_PI_IN,L007xL015,6.705445857152511
1_PI_IN,L007xL017,8.912849838561621
1_PI_IN,L007xL019,5.9542287441205275
1_PI_IN,L007xL027,6.738241412596362
1_PI_IN,L007xL031,5.235525861383975
1_PI_IN,L007xL033,6.471924265195387
1_PI_IN,L007xL034,4.7647098472358405
1_PI_IN,L007xL037,5.228302800136235
1_PI_IN,L007xL038,4.831076439561621
1_PI_IN,L007xL044,5.621008478288071
1_PI_IN,L007xL046,4.41108094723584
1_PI_IN,L007xL048,8.181132443872515
1_PI_IN,L007xL049,6.499346269195388
1_PI_IN,L007xL058,5.797868436195388
1_PI_IN,L008xL011,4.591987307622841
1_PI_IN,L008xL012,6.92385019875427
1_PI_IN,L008xL013,3.365775910231781
1_PI_IN,L008xL014C,3.0882010614200337
1_PI_IN,L008xL015,5.415412816136235
1_PI_IN,L008xL016,5.684615982721758
1_PI_IN,L008xL017,6.260656431125292
1_PI_IN,L008xL018,4.954551080717498
1_PI_IN,L008xL023,5.967766448125292
1_PI_IN,L008xL024,5.33685512475427
1_PI_IN,L008xL025,2.6745891147542693
1_PI_IN,L008xL026,4.13314412275427
1_PI_IN,L008xL027,5.65636251375427
1_PI_IN,L008xL029,5.309778734383975
1_PI_IN,L008xL032,6.20461456562284
1_PI_IN,L008xL033,3.7463296727542694
1_PI_IN,L008xL034,3.58062441762284
1_PI_IN,L008xL035,3.2184314797542695
1_PI_IN,L008xL037,4.80809568262284
1_PI_IN,L008xL039,3.4046383757542693
1_PI_IN,L008xL041,5.36687154475427
1_PI_IN,L008xL042,5.622063811456245
1_PI_IN,L008xL043,4.322502721566267
1_PI_IN,L008xL045,5.910064072596362
1_PI_IN,L008xL046,4.735361657383975
1_PI_IN,L008xL047,5.15784034675427
1_PI_IN,L008xL049,6.86361669417709
1_PI_IN,L010xL007B,4.931587274286544
1_PI_IN,L010xL011,5.268546280778415
1_PI_IN,L010xL013,5.267950830588491
1_PI_IN,L010xL014,4.73924186723584
1_PI_IN,L010xL014C,3.8164276624200335
1_PI_IN,L010xL019,5.121519789561621
1_PI_IN,L010xL022,3.662713502824288
1_PI_IN,L010xL023,5.741578994717498
1_PI_IN,L010xL027,4.248000859824288
1_PI_IN,L010xL029,5.709367298778416
1_PI_IN,L010xL034,5.501242447286544
1_PI_IN,L010xL038,4.028048617717499
1_PI_IN,L010xL039,6.746423001717498
1_PI_IN,L010xL041,3.483660132596362
1_PI_IN,L010xL042,4.354806948838802
1_PI_IN,L010xL043,7.157038834286545
1_PI_IN,L010xL045,4.419035813783125
1_PI_IN,L010xL046,3.9576381087174983
1_PI_IN,L010xL048,5.688333645693919
1_PI_IN,L010xL049,4.414717258783125
1_PI_IN,L010xL055,5.167253743231781
1_PI_IN,L010xL056,5.028432167693919
1_PI_IN,L010xL058,7.6947068109008905
1_PI_IN,L011xL012,5.450503198900891
1_PI_IN,L011xL013,5.427348521383975
1_PI_IN,L011xL015,6.859189509280039
1_PI_IN,L011xL016,3.5004212271525112
1_PI_IN,L011xL018,4.459429430824288
1_PI_IN,L011xL022,2.7551438520696063
1_PI_IN,L011xL023,4.957374603721758
1_PI_IN,L011xL024,4.935560600136235
1_PI_IN,L011xL029,5.851347007991422
1_PI_IN,L011xL033,5.571713891714553
1_PI_IN,L011xL037,6.708431337778415
1_PI_IN,L011xL038,2.855807105152511
1_PI_IN,L011xL043,4.117397684693919
1_PI_IN,L011xL046,5.349149224195387
1_PI_IN,L011xL048,4.96386327384462
1_PI_IN,L011xL049,7.169376563991422
1_PI_IN,L011xL056,4.075938277280039
1_PI_IN,L011xL058,5.828955271714553
1_PI_IN,L012xL007B,5.850993484147551
1_PI_IN,L012xL013,4.868330959241922
1_PI_IN,L012xL018,4.944107730717498
1_PI_IN,L012xL029,6.443376761900891
1_PI_IN,L012xL033,5.1863981079008905
1_PI_IN,L012xL037,4.695819898181289
1_PI_IN,L012xL041,6.041193186286544
1_PI_IN,L012xL042,3.9278252085616208
1_PI_IN,L012xL046,3.7538503819540137
1_PI_IN,L012xL048,5.574584656588492
1_PI_IN,L012xL058,5.6344241671812885
1_PI_IN,L013xL015,1.6309606441475515
1_PI_IN,L013xL019,4.914078086241922
1_PI_IN,L013xL023,3.065957393807085
1_PI_IN,L013xL024,4.685391715241922
1_PI_IN,L013xL029,3.853665116588491
1_PI_IN,L013xL031,5.698150335241921
1_PI_IN,L013xL032,3.5387578892419222
1_PI_IN,L013xL033,5.53361696884462
1_PI_IN,L013xL034,5.363782519241922
1_PI_IN,L013xL035,5.180346621698443
1_PI_IN,L013xL037,6.081812076241921
1_PI_IN,L013xL038,4.126196312241921
1_PI_IN,L013xL039,5.442930125420034
1_PI_IN,L013xL044,4.511598611241922
1_PI_IN,L013xL045,4.780432765241922
1_PI_IN,L013xL046,5.492797298241922
1_PI_IN,L013xL047,2.6652603522419223
1_PI_IN,L013xL048,3.939356408807085
1_PI_IN,L013xL054,6.893850627147552
1_PI_IN,L013xL055,3.6882160172419223
1_PI_IN,L014xL016,7.093440971561621
1_PI_IN,L014xL017,4.324637632181289
1_PI_IN,L014xL018,6.044600341717498
1_PI_IN,L014xL023,5.874004959596362
1_PI_IN,L014xL026,3.761600076420034
1_PI_IN,L014xL029,2.386635687721758
1_PI_IN,L014xL032,5.557979734872515
1_PI_IN,L014xL034,6.112873001872515
1_PI_IN,L014xL037,3.9218198632358403
1_PI_IN,L014xL038,3.459785973872515
1_PI_IN,L014xL044,5.733551077069606
1_PI_IN,L014xL045,4.571770201807085
1_PI_IN,L014xL046,3.7203442668725155
1_PI_IN,L014xL047,2.728343404721758
1_PI_IN,L014xL055,3.3079820896984433
1_PI_IN,L014xL056,7.31521887823584
1_PI_IN,L014xL058,3.6822690931953876
1_PI_IN,L015xL007B,4.966608075181289
1_PI_IN,L015xL016,3.7026004417882157
1_PI_IN,L015xL017,0.4990502621475515
1_PI_IN,L015xL018,4.485571117783126
1_PI_IN,L015xL023,2.985362921480785
1_PI_IN,L015xL025,4.084585424824288
1_PI_IN,L015xL028,2.8696985311362355
1_PI_IN,L015xL029,4.147504642991422
1_PI_IN,L015xL031,4.691000033596362
1_PI_IN,L015xL033,4.190946488280039
1_PI_IN,L015xL037,2.837908721280039
1_PI_IN,L015xL041,3.697435226807085
1_PI_IN,L015xL042,3.4896146231205276
1_PI_IN,L015xL043,4.073782857714552
1_PI_IN,L015xL044,3.8073479189540134
1_PI_IN,L015xL045,5.792834820136235
1_PI_IN,L015xL046,3.423048354900891
1_PI_IN,L015xL047,2.7134591962865438
1_PI_IN,L015xL049,5.689591413966935
1_PI_IN,L015xL055,2.879499194792068
1_PI_IN,L015xL056,6.420368940778415
1_PI_IN,L015xL058,3.2494818494200337
1_PI_IN,L016xL014C,2.8411663839914225
1_PI_IN,L016xL017,5.929691096195388
1_PI_IN,L016xL019,7.1928769395884915
1_PI_IN,L016xL025,6.5107255791953875
1_PI_IN,L016xL026,5.137711736900891
1_PI_IN,L016xL031,5.508347717714552
1_PI_IN,L016xL032,8.88142577523584
1_PI_IN,L016xL034,6.69574433023584
1_PI_IN,L016xL038,4.539105402693918
1_PI_IN,L016xL042,3.9562920811953877
1_PI_IN,L016xL043,5.509424725872515
1_PI_IN,L016xL045,7.55747575384462
1_PI_IN,L016xL046,5.671192853900891
1_PI_IN,L016xL047,4.52686091423584
1_PI_IN,L016xL049,7.1180994531770905
1_PI_IN,L016xL055,6.525807105152511
1_PI_IN,L016xL056,6.456341343195388
1_PI_IN,L017xL014C,4.051439837456245
1_PI_IN,L017xL018,6.207541560783126
1_PI_IN,L017xL023,3.710172823383975
1_PI_IN,L017xL029,4.173688679136235
1_PI_IN,L017xL032,5.378012574872515
1_PI_IN,L017xL034,4.840364623588491
1_PI_IN,L017xL037,4.824555530181288
1_PI_IN,L017xL043,3.4666506906228403
1_PI_IN,L017xL045,5.212717881693918
1_PI_IN,L017xL046,2.44518825103023
1_PI_IN,L017xL047,2.1439920709669344
1_PI_IN,L017xL048,3.515542778561621
1_PI_IN,L017xL049,7.60821439517709
1_PI_IN,L017xL055,6.202470144181288
1_PI_IN,L017xL056,5.732109822954014
1_PI_IN,L018xL007B,5.839397061783125
1_PI_IN,L018xL014B,6.854027131824289
1_PI_IN,L018xL024,5.403167521596362
1_PI_IN,L018xL025,5.200911739383975
1_PI_IN,L018xL027,5.774164938900891
1_PI_IN,L018xL032,5.8703982328242885
1_PI_IN,L018xL033,3.3292816478242884
1_PI_IN,L018xL038,6.391909377783125
1_PI_IN,L018xL039,5.324979512824288
1_PI_IN,L018xL041,5.888434346308382
1_PI_IN,L018xL044,4.055816951824288
1_PI_IN,L018xL046,6.415684085717498
1_PI_IN,L018xL055,8.020478830717499
1_PI_IN,L018xL056,4.8235181008242884
1_PI_IN,L019xL014B,3.9354614434807846
1_PI_IN,L019xL024,5.857592381714553
1_PI_IN,L019xL027,1.4802256688388018
1_PI_IN,L019xL028,5.648974229120527
1_PI_IN,L019xL029,4.045575214120527
1_PI_IN,L019xL031,8.081274885136235
1_PI_IN,L019xL032,10.806126653721758
1_PI_IN,L019xL034,6.647210400721758
1_PI_IN,L019xL035,6.89675660275427
1_PI_IN,L019xL045,6.007139659807085
1_PI_IN,L019xL058,4.394752321288071
1_PI_IN,L022xL033,3.4785787304200335
1_PI_IN,L022xL044,4.368479996181288
1_PI_IN,L023xL007B,6.183756206231781
1_PI_IN,L023xL014C,3.554825977596362
1_PI_IN,L023xL024,2.1755770201362354
1_PI_IN,L023xL025,3.823710619125291
1_PI_IN,L023xL026,5.823875742991422
1_PI_IN,L023xL027,6.494785161288071
1_PI_IN,L023xL028,4.682719877136235
1_PI_IN,L023xL029,5.288022252561621
1_PI_IN,L023xL031,8.04518603723584
1_PI_IN,L023xL032,5.279657033721758
1_PI_IN,L023xL033,4.052976228824288
1_PI_IN,L023xL034,5.185344843792067
1_PI_IN,L023xL035,4.910418772147551
1_PI_IN,L023xL038,4.714935924240843
1_PI_IN,L023xL042,3.7179883129540134
1_PI_IN,L023xL043,4.1600601812865445
1_PI_IN,L023xL045,6.685093687588491
1_PI_IN,L023xL046,2.1730864668725154
1_PI_IN,L023xL047,3.7695068278725152
1_PI_IN,L023xL048,5.403809141125292
1_PI_IN,L023xL054,2.7310225518446196
1_PI_IN,L023xL055,6.065130845778415
1_PI_IN,L023xL056,6.8010225518446195
1_PI_IN,L024xL007B,6.616854380181288
1_PI_IN,L024xL014B,7.200747536383975
1_PI_IN,L024xL014C,3.2131609357920676
1_PI_IN,L024xL025,4.607438041125292
1_PI_IN,L024xL026,2.765593450280039
1_PI_IN,L024xL027,5.25518477723178
1_PI_IN,L024xL028,3.8118925561770904
1_PI_IN,L024xL032,4.972454859792068
1_PI_IN,L024xL033,4.1129767007831255
1_PI_IN,L024xL034,4.443013448693919
1_PI_IN,L024xL037,5.39809465503023
1_PI_IN,L024xL038,5.0560203792800396
1_PI_IN,L024xL039,5.703029039778415
1_PI_IN,L024xL044,6.126362696954014
1_PI_IN,L024xL046,5.6825692687784155
1_PI_IN,L024xL048,4.325386415991423
1_PI_IN,L024xL049,7.120480470069606
1_PI_IN,L024xL055,6.894017286152511
1_PI_IN,L024xL056,3.965035158280039
1_PI_IN,L024xL058,6.631814859383975
1_PI_IN,L025xL014B,4.1771588941252915
1_PI_IN,L025xL028,3.8489815551252913
1_PI_IN,L025xL029,4.266513164308383
1_PI_IN,L025xL033,2.3273989782408435
1_PI_IN,L025xL035,3.7209959233083825
1_PI_IN,L025xL041,1.9564474833083825
1_PI_IN,L025xL046,5.408559151824289
1_PI_IN,L025xL047,3.1219864811252913
1_PI_IN,L025xL049,2.4877446913083827
1_PI_IN,L025xL055,2.7087627543083825
1_PI_IN,L025xL056,5.599854010698444
1_PI_IN,L026xL007B,2.444457610778415
1_PI_IN,L026xL028,3.9061253329914223
1_PI_IN,L026xL029,3.7398869799669345
1_PI_IN,L026xL031,2.9511349279669346
1_PI_IN,L026xL033,3.4585076699669344
1_PI_IN,L026xL035,4.945698402991423
1_PI_IN,L026xL037,3.018447758778415
1_PI_IN,L026xL038,3.7398869799669345
1_PI_IN,L026xL039,3.5979972539914225
1_PI_IN,L026xL044,4.47001236323178
1_PI_IN,L026xL045,5.151682893954014
1_PI_IN,L026xL046,5.6714030324200335
1_PI_IN,L026xL048,4.83389611484462
1_PI_IN,L026xL049,5.248856749714553
1_PI_IN,L027xL031,6.075539686788216
1_PI_IN,L027xL032,5.802703526900891
1_PI_IN,L027xL034,5.72121452403023
1_PI_IN,L027xL035,7.332918767231781
1_PI_IN,L027xL037,6.112667399420034
1_PI_IN,L027xL038,4.721843695783125
1_PI_IN,L027xL042,4.8745747434807845
1_PI_IN,L027xL048,7.748611106288071
1_PI_IN,L027xL049,4.622847812181289
1_PI_IN,L027xL054,3.95477774203023
1_PI_IN,L027xL055,5.973360341900891
1_PI_IN,L027xL056,4.366377936288072
1_PI_IN,L028xL034,5.977563884136235
1_PI_IN,L028xL042,3.7849833869540137
1_PI_IN,L028xL045,5.620515857566267
1_PI_IN,L028xL049,3.78197465817709
1_PI_IN,L028xL054,3.647496206693919
1_PI_IN,L028xL055,4.168877513136235
1_PI_IN,L029xL007B,7.067430715120527
1_PI_IN,L029xL014B,5.049384252792067
1_PI_IN,L029xL014C,3.4539263889669347
1_PI_IN,L029xL033,2.2979901112408436
1_PI_IN,L029xL034,4.975889016280039
1_PI_IN,L029xL035,5.512249206125292
1_PI_IN,L029xL038,4.180166843717498
1_PI_IN,L029xL039,6.410088938288071
1_PI_IN,L029xL041,3.603832770566267
1_PI_IN,L029xL042,3.34664745023584
1_PI_IN,L029xL043,6.44932720962284
1_PI_IN,L029xL047,3.453865621288072
1_PI_IN,L029xL048,5.0814164300696065
1_PI_IN,L031xL032,4.552639461838802
1_PI_IN,L031xL034,3.884854534280039
1_PI_IN,L031xL035,3.0499585727542695
1_PI_IN,L031xL039,6.564763766721758
1_PI_IN,L031xL042,6.589491506991423
1_PI_IN,L031xL049,5.063555024792067
1_PI_IN,L031xL058,2.44983300023584
1_PI_IN,L032xL007B,8.226200994136235
1_PI_IN,L032xL014B,5.088232775714553
1_PI_IN,L032xL014C,6.298800752872515
1_PI_IN,L032xL033,7.053852180240843
1_PI_IN,L032xL034,5.749377948966934
1_PI_IN,L032xL035,5.486502906622841
1_PI_IN,L032xL037,6.154390260788215
1_PI_IN,L032xL038,6.438146360721758
1_PI_IN,L032xL039,5.954408920147552
1_PI_IN,L032xL042,4.737132461788216
1_PI_IN,L032xL043,6.218415451792067
1_PI_IN,L032xL044,3.373358373383975
1_PI_IN,L032xL045,5.159624193721758
1_PI_IN,L032xL046,5.443135906125292
1_PI_IN,L032xL047,4.846559740954014
1_PI_IN,L032xL049,4.892265448872515
1_PI_IN,L032xL058,7.0742928041812885
1_PI_IN,L033xL007B,6.923064002240843
1_PI_IN,L033xL034,5.416627933280039
1_PI_IN,L033xL035,4.48522950875427
1_PI_IN,L033xL037,5.467513920240843
1_PI_IN,L033xL038,2.665525861383975
1_PI_IN,L033xL041,4.223642122807085
1_PI_IN,L033xL043,5.490600948240843
1_PI_IN,L033xL046,4.826243113588491
1_PI_IN,L033xL047,4.475823728286544
1_PI_IN,L033xL048,3.7260360882408436
1_PI_IN,L033xL049,3.2192801447174983
1_PI_IN,L033xL054,4.981339864240843
1_PI_IN,L033xL056,7.266167451240843
1_PI_IN,L034xL007B,7.4659054979008905
1_PI_IN,L034xL014C,2.7550187281362355
1_PI_IN,L034xL038,5.072487996693918
1_PI_IN,L034xL039,4.46385472823178
1_PI_IN,L034xL042,5.847108407596362
1_PI_IN,L034xL043,6.887489606966935
1_PI_IN,L034xL044,6.300213082125292
1_PI_IN,L034xL045,5.948647637280039
1_PI_IN,L034xL046,4.434903785136235
1_PI_IN,L034xL047,4.898386587838802
1_PI_IN,L034xL048,6.314132038280039
1_PI_IN,L034xL049,5.553933178120527
1_PI_IN,L034xL055,5.271751276152512
1_PI_IN,L034xL058,3.393492382456245
1_PI_IN,L035xL007B,5.445162830288072
1_PI_IN,L035xL014B,6.289254479240843
1_PI_IN,L035xL014C,4.59046425884462
1_PI_IN,L035xL037,4.885487776588492
1_PI_IN,L035xL038,5.2613998748242885
1_PI_IN,L035xL041,5.863855587807085
1_PI_IN,L035xL045,6.03045118375427
1_PI_IN,L035xL046,5.14036169162284
1_PI_IN,L035xL047,7.023113263240843
1_PI_IN,L035xL056,3.5082475108446194
1_PI_IN,L035xL058,3.309288091900891
1_PI_IN,L037xL007B,7.027153777286545
1_PI_IN,L037xL038,5.40050947562284
1_PI_IN,L037xL039,5.283859322991423
1_PI_IN,L037xL041,3.879602714807085
1_PI_IN,L037xL045,6.42906345703023
1_PI_IN,L037xL046,5.988841244181288
1_PI_IN,L037xL048,3.3656244751205278
1_PI_IN,L037xL049,5.752963928147551
1_PI_IN,L037xL055,6.50037708603023
1_PI_IN,L037xL056,7.030450186288071
1_PI_IN,L037xL058,2.147280394714552
1_PI_IN,L038xL042,0.523246757456245
1_PI_IN,L038xL043,4.8807357188070855
1_PI_IN,L038xL045,4.362305677566267
1_PI_IN,L038xL046,4.7938305597831254
1_PI_IN,L038xL048,4.483884321561621
1_PI_IN,L038xL049,6.575345329120527
1_PI_IN,L038xL054,4.826642942561621
1_PI_IN,L038xL055,3.789583788152511
1_PI_IN,L038xL056,4.071464052717499
1_PI_IN,L038xL058,6.257737365588492
1_PI_IN,L039xL041,4.10351844684462
1_PI_IN,L039xL042,3.4952083381953876
1_PI_IN,L039xL043,5.665005012807085
1_PI_IN,L039xL044,5.097458987824289
1_PI_IN,L039xL045,5.150788714991423
1_PI_IN,L039xL046,4.661075549792067
1_PI_IN,L039xL049,6.591763002788215
1_PI_IN,L039xL056,5.578349769792068
1_PI_IN,L039xL058,3.9121883968446194
1_PI_IN,L041xL007B,6.518386587838802
1_PI_IN,L041xL014C,5.777520142125292
1_PI_IN,L041xL046,4.824620948566267
1_PI_IN,L041xL047,4.129275895596362
1_PI_IN,L041xL058,5.269435874900891
1_PI_IN,L042xL007B,5.190483280181288
1_PI_IN,L042xL043,4.100944672120527
1_PI_IN,L042xL045,4.01059534817709
1_PI_IN,L042xL046,2.773933582561621
1_PI_IN,L042xL047,5.978911102456245
1_PI_IN,L042xL049,6.603278918456245
1_PI_IN,L043xL007B,2.92182207703023
1_PI_IN,L043xL014B,4.079442151622841
1_PI_IN,L043xL014C,4.823147209286544
1_PI_IN,L043xL044,5.670122032181288
1_PI_IN,L043xL048,5.97536990262284
1_PI_IN,L043xL049,4.799863483456245
1_PI_IN,L043xL054,0.935772068693919
1_PI_IN,L043xL055,3.9343292731525112
1_PI_IN,L043xL056,6.26781653562284
1_PI_IN,L043xL058,4.73914658562284
1_PI_IN,L044xL007B,5.671193186286544
1_PI_IN,L044xL014C,3.59320138803023
1_PI_IN,L044xL025,4.451964724308382
1_PI_IN,L044xL045,3.100671626596362
1_PI_IN,L044xL046,4.655375294241922
1_PI_IN,L044xL047,5.163016192456245
1_PI_IN,L044xL048,3.6982654657882157
1_PI_IN,L044xL049,1.824995165588491
1_PI_IN,L044xL055,4.617969899788215
1_PI_IN,L044xL056,5.706344283788216
1_PI_IN,L044xL058,6.651563310588491
1_PI_IN,L045xL007B,4.117941954286544
1_PI_IN,L045xL014B,5.121898157240843
1_PI_IN,L045xL046,5.130095324807085
1_PI_IN,L045xL047,5.363740645807085
1_PI_IN,L045xL048,3.87970163723584
1_PI_IN,L045xL049,6.318052803566267
1_PI_IN,L045xL054,6.471648862566267
1_PI_IN,L045xL055,5.455985237792067
1_PI_IN,L045xL056,5.847550168807085
1_PI_IN,L046xL007B,5.789120137288071
1_PI_IN,L046xL014C,2.1406766105884913
1_PI_IN,L046xL047,1.7408543026228402
1_PI_IN,L046xL048,1.5103289449914226
1_PI_IN,L046xL054,3.7725542725616212
1_PI_IN,L046xL055,3.673258924778415
1_PI_IN,L046xL058,2.4563540970302298
1_PI_IN,L047xL007B,4.13536990262284
1_PI_IN,L047xL014C,3.53218332503023
1_PI_IN,L047xL049,4.3402570063083825
1_PI_IN,L047xL055,3.841833580286544
1_PI_IN,L048xL007B,5.8004542702865445
1_PI_IN,L048xL014C,2.7891785991252913
1_PI_IN,L048xL056,6.3340577519669345
1_PI_IN,L048xL058,6.403263434838802
1_PI_IN,L049xL014B,4.69736053717709
1_PI_IN,L049xL054,3.6643426677784148
1_PI_IN,L054xL007B,2.907500048231781
1_PI_IN,L054xL055,1.9545690751770903
1_PI_IN,L055xL007B,7.260893536288072
1_PI_IN,L055xL014C,6.249925590778416
1_PI_IN,L055xL056,5.32036546317709
1_PI_IN,L055xL058,6.3021288149008905
1_PI_IN,L056xL007B,7.352978922288072
1_PI_IN,L056xL047,3.9311408387542697
1_PI_IN,L058xL007B,5.516149231954014
1_PI_IN,L058xL014C,3.59297150303023
1_AN_LN,L001xL002,5.849570190716538
1_AN_LN,L001xL003,7.651290143711072
1_AN_LN,L001xL005,6.019284412348647
1_AN_LN,L001xL014C,5.860107877711072
1_AN_LN,L001xL023,4.856873065711072
1_AN_LN,L001xL034,4.749960093711072
1_AN_LN,L001xL038,3.2780389117110715
1_AN_LN,L001xL039,7.916556906573666
1_AN_LN,L001xL046,5.139664527711072
1_AN_LN,L001xL056,7.782406727711072
1_AN_LN,L002xL003,4.120694837573666
1_AN_LN,L002xL008,6.328991992255207
1_AN_LN,L002xL010,7.243218283168253
1_AN_LN,L002xL014,8.529953077459332
1_AN_LN,L002xL014C,5.304746422309737
1_AN_LN,L002xL015,4.290275599694512
1_AN_LN,L002xL016,7.388737109053491
1_AN_LN,L002xL017,10.385273277459332
1_AN_LN,L002xL019,10.329015713309737
1_AN_LN,L002xL022,6.39959806685642
1_AN_LN,L002xL023,5.024532633146366
1_AN_LN,L002xL029,4.904035862694512
1_AN_LN,L002xL031,7.144712374284092
1_AN_LN,L002xL034,1.6885106687311007
1_AN_LN,L002xL038,2.318473519146366
1_AN_LN,L002xL041,5.582535644348647
1_AN_LN,L002xL045,9.384393382702884
1_AN_LN,L002xL056,6.171726830947509
1_AN_LN,L003xL005,5.206746405238969
1_AN_LN,L003xL006,3.2999850560534902
1_AN_LN,L003xL007,5.10692395614044
1_AN_LN,L003xL008,5.8716902170019285
1_AN_LN,L003xL010,6.266305311168253
1_AN_LN,L003xL011,6.90041238528033
1_AN_LN,L003xL013,4.488691280235436
1_AN_LN,L003xL014B,7.157903467562332
1_AN_LN,L003xL015,4.8208752007311
1_AN_LN,L003xL023,5.267416567140439
1_AN_LN,L003xL026,2.0650315393486474
1_AN_LN,L003xL028,4.577937943348647
1_AN_LN,L003xL029,5.325503301678733
1_AN_LN,L003xL031,6.822937724619762
1_AN_LN,L003xL034,5.251532014731101
1_AN_LN,L003xL039,6.750147514284092
1_AN_LN,L003xL041,3.5066203547117265
1_AN_LN,L003xL042,2.8267320792840915
1_AN_LN,L003xL043,7.663619045816801
1_AN_LN,L003xL044,5.291793359468301
1_AN_LN,L003xL045,4.617401259522014
1_AN_LN,L003xL047,2.4198902405736655
1_AN_LN,L003xL048,3.3177146897165377
1_AN_LN,L003xL049,6.792615758731101
1_AN_LN,L003xL056,8.619119381353148
1_AN_LN,L005xL006,5.1471289176787325
1_AN_LN,L005xL007,4.469926473856421
1_AN_LN,L005xL008,6.244097816702884
1_AN_LN,L005xL014C,4.565259788562332
1_AN_LN,L005xL015,5.99958712723897
1_AN_LN,L005xL017,3.547030395678733
1_AN_LN,L005xL024,5.015908966238969
1_AN_LN,L005xL035,5.052501168562332
1_AN_LN,L005xL038,4.373084664238969
1_AN_LN,L005xL039,4.986987799702884
1_AN_LN,L005xL041,3.1848038917028845
1_AN_LN,L005xL044,3.1969518933531487
1_AN_LN,L005xL045,7.0273259626787326
1_AN_LN,L005xL046,5.749468183255207
1_AN_LN,L005xL047,3.8861011007028843
1_AN_LN,L005xL048,2.719102153562332
1_AN_LN,L005xL055,2.965621844353149
1_AN_LN,L005xL056,2.7778213655623323
1_AN_LN,L006xL007,4.044066813140439
1_AN_LN,L006xL007B,3.2763470031815785
1_AN_LN,L006xL011,3.830831689233086
1_AN_LN,L006xL013,4.8487241202354365
1_AN_LN,L006xL014C,1.9329200769856723
1_AN_LN,L006xL015,3.3241876710592235
1_AN_LN,L006xL016,1.9965292424481613
1_AN_LN,L006xL018,3.6313101414910713
1_AN_LN,L006xL022,5.532110952702884
1_AN_LN,L006xL023,5.361997848140439
1_AN_LN,L006xL025,3.4404198647110715
1_AN_LN,L006xL026,3.7185619163486474
1_AN_LN,L006xL029,8.241402429348689
1_AN_LN,L006xL031,3.8909409588377546
1_AN_LN,L006xL033,4.811707610168253
1_AN_LN,L006xL034,3.4487977676945114
1_AN_LN,L006xL037,4.79096839158778
1_AN_LN,L006xL038,4.168345083468301
1_AN_LN,L006xL039,2.3288572733486888
1_AN_LN,L006xL041,7.636360760353149
1_AN_LN,L006xL042,4.35093743705349
1_AN_LN,L006xL049,4.41119978604735
1_AN_LN,L006xL054,1.6278021526787327
1_AN_LN,L006xL058,4.473417311280329
1_AN_LN,L007xL008,6.7502765895718735
1_AN_LN,L007xL010,6.531260880491072
1_AN_LN,L007xL011,3.415499741001928
1_AN_LN,L007xL012,6.03175656858778
1_AN_LN,L007xL014B,5.12092064004735
1_AN_LN,L007xL015,3.7914550462552072
1_AN_LN,L007xL017,11.169127165571874
1_AN_LN,L007xL019,2.880776677731101
1_AN_LN,L007xL027,2.605634876947509
1_AN_LN,L007xL031,8.812328810716538
1_AN_LN,L007xL033,4.23110126404735
1_AN_LN,L007xL034,5.18039556505349
