env,gid,value
1_PI_LN,L007xL058,3.783979012217582
1_PI_LN,L008xL011,2.949063680661694
1_PI_LN,L008xL012,3.587283021161843
1_PI_LN,L008xL013,3.6056478192648207
1_PI_LN,L008xL014C,2.7567694051152474
1_PI_LN,L008xL015,3.9505369514535564
1_PI_LN,L008xL016,4.1758435378259815
1_PI_LN,L008xL017,6.758491291788268
1_PI_LN,L008xL018,3.165449973831518
1_PI_LN,L008xL023,3.937818056788268
1_PI_LN,L008xL024,3.678481708161843
1_PI_LN,L008xL025,3.373982529161843
1_PI_LN,L008xL026,3.136872512161843
1_PI_LN,L008xL027,4.9752633171618434
1_PI_LN,L008xL029,4.124368233179088
1_PI_LN,L008xL032,3.921017703661694
1_PI_LN,L008xL033,2.8640646311618427
1_PI_LN,L008xL034,3.6307057166616943
1_PI_LN,L008xL035,2.890107324161843
1_PI_LN,L008xL037,3.7899832216616938
1_PI_LN,L008xL039,4.070764138161843
1_PI_LN,L008xL041,2.778645911161843
1_PI_LN,L008xL042,3.519567686186459
1_PI_LN,L008xL043,4.868011184392673
1_PI_LN,L008xL045,3.8693185126113523
1_PI_LN,L008xL046,4.153924883179088
1_PI_LN,L008xL047,2.472586798161843
1_PI_LN,L008xL049,3.2517012763170747
1_PI_LN,L010xL007B,4.466184742177131
1_PI_LN,L010xL011,3.7622486962051678
1_PI_LN,L010xL013,5.102219587391723
1_PI_LN,L010xL014,4.302313673037187
1_PI_LN,L010xL014C,2.2092488801152474
1_PI_LN,L010xL019,3.9305870070098936
1_PI_LN,L010xL022,3.040321984685776
1_PI_LN,L010xL023,5.251476245831517
1_PI_LN,L010xL027,4.200453347685777
1_PI_LN,L010xL029,4.384350502205168
1_PI_LN,L010xL034,4.3595837571771305
1_PI_LN,L010xL038,3.629555063831518
1_PI_LN,L010xL039,4.277781664831519
1_PI_LN,L010xL041,4.219827543611352
1_PI_LN,L010xL042,2.303824543785833
1_PI_LN,L010xL043,3.1564638881771305
1_PI_LN,L010xL045,4.936254359277934
1_PI_LN,L010xL046,3.838947510831518
1_PI_LN,L010xL048,3.6524382997856515
1_PI_LN,L010xL049,5.190162405277935
1_PI_LN,L010xL055,5.81674798326482
1_PI_LN,L010xL056,5.229384111785651
1_PI_LN,L010xL058,5.658860925397873
1_PI_LN,L011xL012,3.2126211883978724
1_PI_LN,L011xL013,3.7340726661790886
1_PI_LN,L011xL015,4.456768945100771
1_PI_LN,L011xL016,3.3851559425658637
1_PI_LN,L011xL018,4.671849078685777
1_PI_LN,L011xL022,2.982780237957511
1_PI_LN,L011xL023,1.7868780208259811
1_PI_LN,L011xL024,4.558582928453557
1_PI_LN,L011xL029,3.6506779759037347
